ticker,company_name,quarter,currency,revenue,cogs_cost_of_revenue,gross_profit,operating_expenses,operating_income,pretax_income,income_tax_expense,net_income,eps_basic,eps_diluted,consensus_eps_actual,consensus_eps_estimate,consensus_eps_surprise_pct,consensus_revenue_actual,consensus_revenue_estimate,consensus_revenue_surprise_pct,cash_and_equivalents,total_assets,total_liabilities,shareholders_equity,total_debt,operating_cash_flow,capital_expenditures,free_cash_flow,dividends_paid,share_repurchases,gross_margin,operating_margin,net_margin,free_cash_flow_margin,ebitda,revenue_qoq_growth,data_source,sec_filing_date,sec_filing_form,expected_vs_actual_source,expected_vs_actual_note,has_derived_q4_values,guidance_source,guidance_text,guidance_issued_date,guidance_target_period,guidance_revenue_low,guidance_revenue_high,guidance_revenue_mid,guidance_revenue_consensus,guidance_revenue_surprise_pct,guidance_eps_low,guidance_eps_high,guidance_eps_mid,guidance_eps_consensus,guidance_eps_surprise_pct,guidance_leakage_safe,guidance_excluded_reason,guidance_report_date,guidance_revenue_mid_vs_reported_pct,guidance_eps_mid_vs_actual_pct,guidance_cutoff_rule
ZS,"Zscaler, Inc.",CY2025Q1,USD,678034000,155978000,522056000,547467000,-25411000,4563000,8688000,-4125000,-0.03,-0.03,,,,,,,1990890000,5339628000,3534689000,1804939000,1148881000,,,,,,0.7699554889577809,-0.03747747163121613,-0.006083765710864057,,,,SEC companyfacts,2025-05-29,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
ZS,"Zscaler, Inc.",CY2025Q2,USD,678034000,155978000,522056000,547467000,-25411000,4563000,8688000,-4125000,-0.03,-0.03,,,,,,,2389023000,6419888000,4620615000,1799273000,,211081000,72163000,138918000,,,0.7699554889577809,-0.03747747163121613,-0.006083765710864057,0.20488353091437891,,0,SEC companyfacts,2025-05-29,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
ZS,"Zscaler, Inc.",CY2025Q3,USD,788112000,184753000,603359000,639721000,-36362000,-8374000,3241000,-11615000,-0.07,-0.07,,,,,,,1338195000,6503087000,4520759000,1982328000,,448280000,17311000,430969000,,,0.7655751974338673,-0.046138112349513774,-0.014737753009724507,0.5468372515581542,,0.16234879076860453,SEC companyfacts,2025-11-25,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
ZS,"Zscaler, Inc.",CY2025Q4,USD,815751000,191260000,624491000,676264000,-51773000,-21298000,13014000,-34312000,-0.21,-0.21,,,,,,,1202751000,6753828000,4557880000,2195948000,,,,,,,0.765541200685013,-0.06346667058943231,-0.04206185465908102,,,0.03506988854376028,SEC companyfacts,2026-02-26,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
ZS,"Zscaler, Inc.",CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,false,,,,,,,,,,,,,,,,,,,,
APP,AppLovin Corp,CY2025Q1,USD,1158974000,151680000,1007294000,318992000,839982000,794606000,71068000,576419000,1.7,1.67,,,,,,,551024000,5706701000,5131280000,575421000,3509964000,831712000,,,,1000911000,0.8691256231805028,0.7247634545727514,0.4973528310384875,,919869000,,SEC companyfacts,2026-05-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
APP,AppLovin Corp,CY2025Q2,USD,1258754000,155076000,1103678000,301072000,957682000,884004000,112148000,819531000,2.42,2.39,,,,,,,1192608000,5959497000,4792370000,1167127000,3510958000,,,,,,0.8768019803710654,0.760817443281213,0.6510652597727594,,,0.0860933894979525,SEC companyfacts,2025-08-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
APP,AppLovin Corp,CY2025Q3,USD,1405045000,174855000,1230190000,326038000,1079007000,1020946000,185401000,835545000,2.47,2.45,,,,,,,1666899000,6343035000,4869115000,1473920000,3511965000,1053422000,,,,501900000,0.8755520285827144,0.7679519161308,0.5946749036507728,,1114109000,0.11621889582873222,SEC companyfacts,2025-11-05,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
APP,AppLovin Corp,CY2025Q4,USD,1657944000,183529000,1474415000,382701000,1275243000,1253354000,151098000,1102505000,,,,,,,,,2487096000,7259610000,5124939000,2134671000,3512987000,1313734000,,,,417615000,0.8893032575286017,0.7691713350993761,0.6649832563705409,,1307979000,0.17999352333911015,SEC companyfacts,2026-02-19,10-K,,,true,,,,,,,,,,,,,,,,,,,,
APP,AppLovin Corp,CY2026Q1,USD,1842449000,203632000,1638817000,402516000,1439933000,1431408000,225795000,1205613000,3.57,3.56,,,,,,,2758671000,7707705000,5344222000,2363483000,3514022000,1291393000,,,,981723000,0.8894775377771651,0.7815320803995117,0.654353526203439,,1473598000,0.11128542339186366,SEC companyfacts,2026-05-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
GTLB,Gitlab Inc.,CY2025Q1,USD,214509000,25035000,189474000,224084000,-34610000,-33719000,2539000,-35875000,-0.22,-0.22,,,,,,,255719000,1441990000,589393000,808280000,,106302000,912000,105390000,,,0.8832916101422318,-0.16134521162282237,-0.1672424000857773,0.49130805700460123,-34054000,,SEC companyfacts,2025-06-11,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
GTLB,Gitlab Inc.,CY2025Q2,USD,235960000,28505000,207455000,225806000,-18351000,-7751000,2245000,-9208000,-0.06,-0.06,,,,,,,261371000,1498187000,586605000,866551000,,,,,,,0.879195626377352,-0.07777165621291744,-0.03902356331581624,,,0.10000046618090616,SEC companyfacts,2025-09-04,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
GTLB,Gitlab Inc.,CY2025Q3,USD,244353000,32221000,212132000,224488000,-12356000,-6986000,1811000,-8276000,-0.05,-0.05,,,,,,,224231000,1570839000,602842000,922715000,,,,,,,0.8681374896154334,-0.05056618907891452,-0.033869033733983214,,,0.03556958806577386,SEC companyfacts,2025-12-03,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
GTLB,Gitlab Inc.,CY2025Q4,USD,260402000,34982000,225420000,230584000,-5164000,391000,3904000,-5205000,,,,,,,,,229576000,1722747000,686499000,990668000,,,,,,,0.8656615540587246,-0.0198308768749856,-0.01998832574250582,,,0.06567957013009867,SEC companyfacts,2026-03-17,10-K,,,true,,,,,,,,,,,,,,,,,,,,
GTLB,Gitlab Inc.,CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,true,,,,,,,,,,,,,,,,,,,,
DOCN,"DigitalOcean Holdings, Inc.",CY2025Q1,USD,210703000,81259000,129444000,91802000,37642000,41380000,3176000,38204000,0.42,0.39,,,,,,,360421000,1641668000,1852415000,-210747000,1487264000,64090000,61963000,2127000,,59052000,0.6143434122912346,0.17864956834976245,0.18131682985054792,0.010094777957599084,66852000,,SEC companyfacts,2026-05-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
DOCN,"DigitalOcean Holdings, Inc.",CY2025Q2,USD,218700000,87755000,130945000,95326000,35619000,42448000,5421000,37027000,0.41,0.39,,,,,,,387745000,1719808000,1895025000,-175217000,1489164000,,,,,,0.5987425697302241,0.16286694101508917,0.16930498399634203,,,0.0379538971917818,SEC companyfacts,2025-08-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
DOCN,"DigitalOcean Holdings, Inc.",CY2025Q3,USD,229634000,92701000,136933000,92001000,44932000,90314000,-68057000,158371000,1.74,1.51,,,,,,,236561000,1725706000,1795324000,-69618000,1284315000,95787000,7771000,88016000,,2925000,0.5963097799106404,0.1956678889014693,0.6896670353693268,0.383288189031241,79992000,0.04999542752629172,SEC companyfacts,2025-11-05,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
DOCN,"DigitalOcean Holdings, Inc.",CY2025Q4,USD,242390000,100120000,142270000,103474000,38796000,32520000,6860000,25660000,,,,,,,,,254475000,1837705000,1866395000,-28690000,970653000,57280000,26155000,31125000,,0,0.5869466562151904,0.16005610792524444,0.10586245307149635,0.12840876273773671,79210000,0.055549265352691675,SEC companyfacts,2026-02-24,10-K,,,true,,,,,,,,,,,,,,,,,,,,
DOCN,"DigitalOcean Holdings, Inc.",CY2026Q1,USD,257905000,113195000,144710000,108139000,36571000,24496000,8725000,15771000,0.17,0.15,,,,,,,741363000,2570387000,1683011000,887376000,608466000,46921000,39992000,6929000,,0,0.5610980787499273,0.14180027529516684,0.061150423605591205,0.02686648184408988,82046000,0.06400841618878667,SEC companyfacts,2026-05-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AI,"C3.ai, Inc.",CY2025Q1,USD,98782000,40435000,58347000,145932000,-87585000,-79865000,336000,-80201000,-0.62,-0.62,,,,,,,164358000,1025882000,187579000,838303000,,-22020000,362000,-22382000,,,0.5906642910651738,-0.8866493895649005,-0.8118989289546679,-0.22657974124840558,-84462000,,SEC companyfacts,2025-03-07,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
AI,"C3.ai, Inc.",CY2025Q2,USD,70261000,43817000,26444000,151263000,-124819000,-116469000,300000,-116769000,-0.86,-0.86,,,,,,,80941000,968739000,169915000,798824000,,-33535000,760000,-34295000,,,0.3763681131780077,-1.7765047465877228,-1.6619319394827856,-0.4881086235607236,-121404000,-0.2887266910975684,SEC companyfacts,2025-09-09,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
AI,"C3.ai, Inc.",CY2025Q3,USD,75147000,44767000,30380000,142493000,-112113000,-104431000,237000,-104668000,-0.75,-0.75,,,,,,,103205000,961298000,189413000,771885000,,,,,,,0.40427428906010887,-1.4919158449439098,-1.3928433603470531,,,0.06954071248630107,SEC companyfacts,2025-12-09,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AI,"C3.ai, Inc.",CY2025Q4,USD,53260000,44025000,9235000,149643000,-140408000,-133189000,174000,-133363000,-0.94,-0.94,,,,,,,88847000,895776000,176303000,719473000,,,,,,,0.17339466766804357,-2.636274877957191,-2.50399924896733,,,-0.2912558052883016,SEC companyfacts,2026-03-11,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AI,"C3.ai, Inc.",CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,false,,,,,,,,,,,,,,,,,,,,
SMCI,"Super Micro Computer, Inc.",CY2025Q1,USD,4599913000,4159695000,440218000,293438000,146780000,115065000,5843000,108777000,0.18,0.17,,,,,,,2536101000,10738525000,4359046000,6379319000,106974000,626764000,32700000,594064000,,,0.0957013752216618,0.03190929915413618,0.023647621161530664,0.12914679038494858,157680000,,SEC companyfacts,2026-05-11,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
SMCI,"Super Micro Computer, Inc.",CY2025Q2,USD,5756911000,5212809000,544102000,315711000,228391000,222725000,19307000,195154000,,,,,,,,,5169911000,14018429000,7716558000,6301693000,112475000,863613000,22678000,840935000,,,0.09451283856915627,0.03967249102860892,0.03389908233773286,0.14607399697511392,239991000,0.25152606147116263,SEC companyfacts,2025-08-28,10-K,,,true,,,,,,,,,,,,,,,,,,,,
SMCI,"Super Micro Computer, Inc.",CY2025Q3,USD,5017790000,4550417000,467373000,285117000,182256000,208552000,40161000,168285000,0.28,0.26,,,,,,,4196867000,14386037000,7862477000,6523390000,125817000,-917523000,32270000,-949793000,,,0.0931431965068287,0.0363219664433944,0.03353767295960971,-0.18928512353047855,194356000,-0.12838847083097168,SEC companyfacts,2025-11-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
SMCI,"Super Micro Computer, Inc.",CY2025Q4,USD,12682491000,11883924000,798567000,324269000,474298000,500207000,99151000,400564000,0.67,0.6,,,,,,,4091083000,28001610000,21009433000,6992015000,223213000,,,,,,0.06296610027162645,0.037397858196784844,0.031584016105353434,,487098000,1.5275053360144606,SEC companyfacts,2026-02-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
SMCI,"Super Micro Computer, Inc.",CY2026Q1,USD,10243014000,9224334000,1018680000,392812000,625868000,610969000,126887000,483387000,0.81,0.72,,,,,,,1290324000,23452029000,15876438000,7575430000,4113744000,,,,,,0.0994511966887871,0.06110193737897849,0.047191871455022905,,639368000,-0.192349988657591,SEC companyfacts,2026-05-11,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
PG,PROCTER & GAMBLE Co,CY2025Q1,USD,19776000000,9694000000,10082000000,5524000000,4558000000,,868000000,3769000000,1.58,1.54,,,,,,,9116000000,122984000000,70439000000,52545000000,24252000000,3705000000,859000000,2846000000,2433000000,1351000000,0.5098098705501618,0.23048139158576053,0.19058454692556634,0.14391181229773461,5248000000,,SEC companyfacts,2026-04-24,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
PG,PROCTER & GAMBLE Co,CY2025Q2,USD,20889000000,10631000000,10258000000,5903000000,4355000000,,895000000,3616000000,,,,,,,,,9556000000,125231000000,72946000000,52284000000,24995000000,4985000000,996000000,3989000000,2553000000,700000000,0.49107185600076597,0.208482933601417,0.17310546220498826,0.19096175020345638,5078000000,0.056280339805825245,SEC companyfacts,2025-08-04,10-K,,,true,,,,,,,,,,,,,,,,,,,,
PG,PROCTER & GAMBLE Co,CY2025Q3,USD,22386000000,10887000000,11499000000,5643000000,5856000000,,1253000000,4750000000,2,1.95,,,,,,,11171000000,127599000000,74048000000,53551000000,24315000000,5408000000,1200000000,4208000000,2549000000,1250000000,0.5136692575716966,0.26159206647011524,0.2121861877959439,0.18797462699901724,6617000000,0.07166451242280626,SEC companyfacts,2025-10-24,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
PG,PROCTER & GAMBLE Co,CY2025Q4,USD,22208000000,10834000000,11374000000,6008000000,5366000000,,1090000000,4319000000,1.82,1.78,,,,,,,10825000000,127286000000,73969000000,53317000000,25577000000,,,,,,0.5121577809798271,0.24162463976945245,0.1944794668587896,,6169000000,-0.007951398195300635,SEC companyfacts,2026-01-23,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
PG,PROCTER & GAMBLE Co,CY2026Q1,USD,21235000000,10722000000,10513000000,5937000000,4576000000,,1039000000,3932000000,1.66,1.63,,,,,,,12306000000,128378000000,73647000000,54731000000,23852000000,,,,,,0.4950788792088533,0.21549328938073933,0.18516599952907936,,5361000000,-0.04381304034582133,SEC companyfacts,2026-04-24,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
KO,COCA COLA CO,CY2025Q1,USD,11129000000,4163000000,6966000000,3307000000,3659000000,4057000000,722000000,3330000000,0.77,0.77,,,,,,,8417000000,101716000000,,26202000000,,-5202000000,309000000,-5511000000,89000000,370000000,0.6259322490789828,0.32878066313235693,0.29921825860364815,-0.49519273968910055,3926000000,,SEC companyfacts,2026-04-30,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
KO,COCA COLA CO,CY2025Q2,USD,12535000000,4714000000,7821000000,3541000000,4280000000,4796000000,993000000,3810000000,0.89,0.88,,,,,,,9590000000,104333000000,,28585000000,,,,,,,0.623932987634623,0.34144395692062224,0.3039489429597128,,4559000000,0.12633659807709588,SEC companyfacts,2025-07-24,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
KO,COCA COLA CO,CY2025Q3,USD,12455000000,4797000000,7658000000,3676000000,3982000000,4183000000,500000000,3696000000,0.86,0.86,,,,,,,12732000000,106045000000,,31247000000,,5043000000,479000000,4564000000,2108000000,172000000,0.6148534725010036,0.31971095945403455,0.2967482938578884,0.3664391810517864,4250000000,-0.006382130035899481,SEC companyfacts,2025-10-23,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
KO,COCA COLA CO,CY2025Q4,USD,11822000000,4723000000,7099000000,5258000000,1841000000,2962000000,646000000,2271000000,,,,,,,,,10270000000,104816000000,,32169000000,,3756000000,882000000,2874000000,4388000000,102000000,0.6004906107257655,0.15572661140246996,0.19209947555405177,0.24310607342243276,2077000000,-0.05082296266559615,SEC companyfacts,2026-02-20,10-K,,,true,,,,,,,,,,,,,,,,,,,,
KO,COCA COLA CO,CY2026Q1,USD,12472000000,4620000000,7852000000,3493000000,4359000000,4611000000,645000000,3924000000,0.91,0.91,,,,,,,10574000000,104217000000,,33633000000,,2021000000,266000000,1755000000,2281000000,477000000,0.6295702373316229,0.3495028864656831,0.31462475946119306,0.14071520205259783,4623000000,0.054982236508205044,SEC companyfacts,2026-04-30,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
COST,COSTCO WHOLESALE CORP /NEW,CY2025Q1,USD,63205000000,54996000000,8209000000,5679000000,2530000000,,677000000,1903000000,4.29,4.28,,,,,,,13836000000,75482000000,48357000000,27125000000,5717000000,,,,577000000,,0.12987896527173484,0.040028478759591805,0.030108377501779922,,3082000000,,SEC companyfacts,2025-06-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
COST,COSTCO WHOLESALE CORP /NEW,CY2025Q2,USD,63205000000,54996000000,8209000000,5679000000,2530000000,,677000000,1903000000,4.29,4.28,,,,,,,,,,,,3460000000,1131000000,2329000000,577000000,211000000,0.12987896527173484,0.040028478759591805,0.030108377501779922,0.03684835060517364,3082000000,0,SEC companyfacts,2025-06-05,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
COST,COSTCO WHOLESALE CORP /NEW,CY2025Q3,USD,86156000000,75037000000,11119000000,7778000000,3341000000,,900000000,2610000000,,,,,,,,,14161000000,77099000000,47935000000,29164000000,5713000000,3867000000,1966000000,1901000000,576000000,280000000,0.1290565950136961,0.0387784948233437,0.030293885510005107,0.022064626955754677,4115000000,0.36312000632861324,SEC companyfacts,2025-10-08,10-K,,,true,,,,,,,,,,,,,,,,,,,,
COST,COSTCO WHOLESALE CORP /NEW,CY2025Q4,USD,67307000000,58510000000,8797000000,6334000000,2463000000,,582000000,2001000000,4.51,4.5,,,,,,,16217000000,82790000000,52487000000,30303000000,5666000000,4688000000,1526000000,3162000000,577000000,210000000,0.13069963005333768,0.03659351924762655,0.029729448645757498,0.046978768924480364,3060000000,-0.21877756627512884,SEC companyfacts,2025-12-17,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
COST,COSTCO WHOLESALE CORP /NEW,CY2026Q1,USD,69597000000,60719000000,8878000000,6272000000,2606000000,,686000000,2035000000,4.58,4.58,,,,,,,17383000000,83639000000,51552000000,32087000000,5688000000,,,,577000000,,0.12756296966823283,0.0374441427073006,0.029239766081871343,,3203000000,0.034023207095844415,SEC companyfacts,2026-03-11,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
WMT,Walmart Inc.,CY2025Q1,USD,163981000000,124303000000,39678000000,32543000000,7135000000,5994000000,1355000000,4487000000,0.56,0.56,,,,,,,9311000000,262372000000,,83793000000,40605000000,5411000000,4986000000,425000000,1880000000,4555000000,0.2419670571590611,0.04351113848555625,0.02736292619266866,0.0025917636799385295,10504000000,,SEC companyfacts,2025-06-06,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
WMT,Walmart Inc.,CY2025Q2,USD,175750000000,132771000000,42979000000,35693000000,7286000000,9319000000,2168000000,7026000000,0.88,0.88,,,,,,,9431000000,270837000000,,90110000000,39651000000,,,,,,0.2445462304409673,0.041456614509246086,0.03997724039829303,,10773000000,0.07177050999810954,SEC companyfacts,2025-08-29,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
WMT,Walmart Inc.,CY2025Q3,USD,177769000000,134706000000,43063000000,36367000000,6696000000,8186000000,2098000000,6143000000,0.77,0.77,,,,,,,10582000000,288655000000,,96094000000,37968000000,,,,,,0.2422413356659485,0.037666859801202685,0.03455608120650957,,10302000000,0.011487908961593173,SEC companyfacts,2025-12-03,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
WMT,Walmart Inc.,CY2025Q4,USD,188913000000,143615000000,45298000000,36590000000,8708000000,5970000000,1578000000,4237000000,,,,,,,,,10727000000,284668000000,,99617000000,34624000000,,,,,,0.23978233366682017,0.04609529254206963,0.02242831356232763,,12449000000,0.06268809522470171,SEC companyfacts,2026-03-13,10-K,,,true,,,,,,,,,,,,,,,,,,,,
WMT,Walmart Inc.,CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,true,,,,,,,,,,,,,,,,,,,,
MCD,MCDONALDS CORP,CY2025Q1,USD,5956000000,620000000,5336000000,3308000000,2648000000,,461000000,1868000000,2.61,2.6,,,,,,,1238000000,56329000000,,-3454000000,38845000000,2428000000,551000000,1877000000,1266000000,477000000,0.8959032907991941,0.4445936870382807,0.31363331094694424,0.3151443922095366,2755000000,,SEC companyfacts,2026-05-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
MCD,MCDONALDS CORP,CY2025Q2,USD,6843000000,654000000,6189000000,3611000000,3232000000,,608000000,2253000000,3.15,3.14,,,,,,,1876000000,59555000000,,-2760000000,40801000000,1998000000,744000000,1254000000,1265000000,505000000,0.904427882507672,0.47230746748502117,0.3292415607189829,0.1832529592284086,3338000000,0.1489254533243788,SEC companyfacts,2025-08-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
MCD,MCDONALDS CORP,CY2025Q3,USD,7078000000,666000000,6412000000,3721000000,3357000000,,671000000,2278000000,3.2,3.18,,,,,,,2413000000,60608000000,,-2163000000,39483000000,3428000000,1011000000,2417000000,1262000000,501000000,0.9059056230573609,0.47428652161627577,0.32184232834133936,0.3414806442497881,3478000000,0.03434166301329826,SEC companyfacts,2025-11-05,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
MCD,MCDONALDS CORP,CY2025Q4,USD,7008000000,,,3852000000,3156000000,,594000000,2164000000,,,,,,,,,774000000,59515000000,,-1791000000,39973000000,2697000000,1059000000,1638000000,1322000000,573000000,,0.4503424657534247,0.3087899543378995,0.23373287671232876,3279000000,-0.009889799378355468,SEC companyfacts,2026-02-24,10-K,,,true,,,,,,,,,,,,,,,,,,,,
MCD,MCDONALDS CORP,CY2026Q1,USD,6517000000,676000000,5841000000,3564000000,2953000000,,559000000,1983000000,2.79,2.78,,,,,,,1170000000,60037000000,,-1286000000,40105000000,2412000000,682000000,1730000000,1323000000,396000000,0.8962712904710757,0.4531226024244284,0.30428111094061683,0.26545956728556086,3064000000,-0.07006278538812785,SEC companyfacts,2026-05-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CMG,CHIPOTLE MEXICAN GRILL INC,CY2025Q1,USD,2875253000,,,2396003000,479250000,501503000,114904000,386599000,0.29,0.28,,,,,,,725597000,9044094000,5553222000,3490872000,,557075000,144810000,412265000,,553796000,,0.16668098424729927,0.1344573851414119,0.14338390395558234,566461000,,SEC companyfacts,2026-04-30,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CMG,CHIPOTLE MEXICAN GRILL INC,CY2025Q2,USD,3063393000,,,2504336000,559057000,577412000,141285000,436127000,0.32,0.32,,,,,,,844524000,9268794000,5740599000,3528195000,,,,,,,,0.18249601014300157,0.14236730318310448,,650002000,0.06543424178672277,SEC companyfacts,2025-07-24,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CMG,CHIPOTLE MEXICAN GRILL INC,CY2025Q3,USD,3003444000,,,2526272000,477172000,496961000,114858000,382103000,0.29,0.29,,,,,,,698743000,9281848000,6060010000,3221838000,,569680000,163486000,406194000,,686665000,,0.15887494489659204,0.12722161625121028,0.13524274133294978,567696000,-0.019569477373618076,SEC companyfacts,2025-10-30,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
CMG,CHIPOTLE MEXICAN GRILL INC,CY2025Q4,USD,2983511000,,,2563192000,420319000,433643000,102711000,331171000,,,,,,,,,350545000,8994531000,6163924000,2830607000,0,425844000,197455000,228389000,,741796000,,0.14088066040312908,0.11100042868955402,0.07655041325471902,513021000,-0.0066367143852191016,SEC companyfacts,2026-02-04,10-K,,,true,,,,,,,,,,,,,,,,,,,,
CMG,CHIPOTLE MEXICAN GRILL INC,CY2026Q1,USD,3088242000,,,2691179000,397063000,405805000,102981000,302824000,0.23,0.23,,,,,,,246636000,8803219000,6395584000,2407635000,,651350000,180332000,471018000,,701027000,,0.1285725017663771,0.09805708231414507,0.15251978309989955,493781000,0.03510327262074784,SEC companyfacts,2026-04-30,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
ABNB,"Airbnb, Inc.",CY2025Q1,USD,2272000000,506000000,1766000000,2234000000,38000000,173000000,19000000,154000000,0.25,0.24,,,,,,,7600000000,25056000000,17119000000,7937000000,0,1789000000,,,,807000000,0.7772887323943662,0.016725352112676055,0.06778169014084508,,,,SEC companyfacts,2026-05-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
ABNB,"Airbnb, Inc.",CY2025Q2,USD,3096000000,544000000,2552000000,2484000000,612000000,779000000,137000000,642000000,1.04,1.03,,,,,,,7402000000,26992000000,19210000000,7782000000,0,,,,,,0.8242894056847545,0.19767441860465115,0.20736434108527133,,,0.3626760563380282,SEC companyfacts,2025-08-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
ABNB,"Airbnb, Inc.",CY2025Q3,USD,4095000000,549000000,3546000000,2470000000,1625000000,1792000000,418000000,1374000000,2.25,2.21,,,,,,,7528000000,23064000000,14454000000,8610000000,0,1356000000,,,,877000000,0.865934065934066,0.3968253968253968,0.3355311355311355,,,0.3226744186046512,SEC companyfacts,2025-11-06,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
ABNB,"Airbnb, Inc.",CY2025Q4,USD,2778000000,487000000,2291000000,2509000000,269000000,393000000,52000000,341277000,,,,,,,,,6560000000,22208000000,14009000000,8199000000,0,526000000,,,,1095000000,0.8246940244780417,0.09683225341972643,0.12284989200863931,,,-0.32161172161172163,SEC companyfacts,2026-02-12,10-K,,,true,,,,,,,,,,,,,,,,,,,,
ABNB,"Airbnb, Inc.",CY2026Q1,USD,2678000000,581000000,2097000000,2592000000,86000000,281000000,121000000,160000000,0.27,0.26,,,,,,,7037000000,26828000000,19192000000,7636000000,2475000000,1708000000,,,,1088000000,0.7830470500373413,0.03211351755041075,0.05974607916355489,,,-0.03599712023038157,SEC companyfacts,2026-05-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
LLY,ELI LILLY & Co,CY2025Q1,USD,12729000000,2225000000,10504000000,,,3456000000,697000000,2759000000,3.07,3.06,,,,,,,3093300000,89388800000,,15764800000,34499500000,1666000000,1510000000,156000000,1346000000,1200000000,0.8252022939743892,,0.2167491554717574,0.012255479613481028,,,SEC companyfacts,2026-04-30,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
LLY,ELI LILLY & Co,CY2025Q2,USD,15557700000,2447800000,13109900000,,,6776400000,1115900000,5660500000,6.3,6.29,,,,,,,3375900000,100922600000,,18272900000,34180100000,,,,,,0.8426631185843666,,0.36383912789165496,,,0.22222484091444733,SEC companyfacts,2025-08-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
LLY,ELI LILLY & Co,CY2025Q3,USD,17600800000,3008300000,14592500000,,,7232400000,1649900000,5582500000,6.22,6.21,,,,,,,9791900000,114935400000,,23793300000,40873600000,8835900000,2087700000,6748200000,1345200000,708100000,0.8290816326530612,,0.3171730830416799,0.38340302713513025,,0.1313240389003516,SEC companyfacts,2025-10-30,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
LLY,ELI LILLY & Co,CY2025Q4,USD,19291500000,3370900000,15920600000,,,8266200000,1628200000,6638000000,,,,,,,,,7268000000,112476000000,,26535000000,42503000000,3224600000,2546700000,677900000,1345500000,1507700000,0.825265013088666,,0.34408936578285776,0.035139828421843815,,0.0960581337211945,SEC companyfacts,2026-02-12,10-K,,,true,,,,,,,,,,,,,,,,,,,,
LLY,ELI LILLY & Co,CY2026Q1,USD,19799000000,3577000000,16222000000,,,8850000000,1454000000,7396000000,8.27,8.26,,,,,,,5282000000,116576000000,,31198000000,39370000000,5333000000,2326000000,3007000000,1548000000,2356000000,0.819334309813627,,0.37355421991009646,0.15187635739178745,,0.026306922737993416,SEC companyfacts,2026-04-30,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
