ticker,company_name,quarter,currency,revenue,cogs_cost_of_revenue,gross_profit,operating_expenses,operating_income,pretax_income,income_tax_expense,net_income,eps_basic,eps_diluted,consensus_eps_actual,consensus_eps_estimate,consensus_eps_surprise_pct,consensus_revenue_actual,consensus_revenue_estimate,consensus_revenue_surprise_pct,cash_and_equivalents,total_assets,total_liabilities,shareholders_equity,total_debt,operating_cash_flow,capital_expenditures,free_cash_flow,dividends_paid,share_repurchases,gross_margin,operating_margin,net_margin,free_cash_flow_margin,ebitda,revenue_qoq_growth,data_source,sec_filing_date,sec_filing_form,expected_vs_actual_source,expected_vs_actual_note,has_derived_q4_values,guidance_source,guidance_text,guidance_issued_date,guidance_target_period,guidance_revenue_low,guidance_revenue_high,guidance_revenue_mid,guidance_revenue_consensus,guidance_revenue_surprise_pct,guidance_eps_low,guidance_eps_high,guidance_eps_mid,guidance_eps_consensus,guidance_eps_surprise_pct,guidance_leakage_safe,guidance_excluded_reason,guidance_report_date,guidance_revenue_mid_vs_reported_pct,guidance_eps_mid_vs_actual_pct,guidance_cutoff_rule
AVGO,Broadcom Inc.,CY2025Q2,USD,15952000000,5249000000,10703000000,4816000000,5887000000,5285000000,1145000000,4140000000,0.88,0.85,,,,,,,10718000000,165621000000,92344000000,73277000000,66257000000,,,,2786000000,2450000000,0.6709503510531595,0.3690446339017051,0.25952858575727183,,,0.06318315115969075,SEC companyfacts,2025-09-10,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AVGO,Broadcom Inc.,CY2025Q3,USD,15952000000,5249000000,10703000000,4816000000,5887000000,5285000000,1145000000,,0.88,0.85,,,,,,,16178000000,171092000000,89800000000,81292000000,67120000000,7166000000,142000000,7024000000,2786000000,,0.6709503510531595,0.3690446339017051,,0.440320962888666,,0,SEC companyfacts,2025-09-10,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
AVGO,Broadcom Inc.,CY2025Q4,USD,19311000000,6154000000,13157000000,4594000000,8563000000,8195000000,846000000,7349000000,1.55,1.5,,,,,,,14174000000,169903000000,90031000000,79872000000,67970000000,8260000000,250000000,8010000000,3086000000,7850000000,0.681321526591062,0.44342602661695407,0.3805603024183108,0.41478949821345346,,0.2105692076228686,SEC companyfacts,2026-03-11,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
AVGO,Broadcom Inc.,CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,false,,,,,,,,,,,,,,,,,,,,
ORCL,ORACLE CORP,CY2025Q1,USD,14130000000,,,9772000000,4358000000,,512000000,2936000000,1.05,1.02,,,,,,,17406000000,161378000000,,16730000000,,5933000000,5862000000,71000000,1119000000,150000000,,0.30842179759377214,0.20778485491861287,0.0050247699929228595,,,SEC companyfacts,2026-03-11,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
ORCL,ORACLE CORP,CY2025Q2,USD,15903000000,,,10794000000,5109000000,,726000000,3427000000,,,,,,,,,10786000000,168361000000,,20451000000,92568000000,6157000000,9080000000,-2923000000,1403000000,150000000,,0.32126013959630256,0.21549393196252278,-0.18380179840281707,,0.12547770700636943,SEC companyfacts,2025-06-18,10-K,,,true,,,,,,,,,,,,,,,,,,,,
ORCL,ORACLE CORP,CY2025Q3,USD,14926000000,,,10649000000,4277000000,,500000000,2927000000,1.04,1.01,,,,,,,10445000000,180449000000,,24154000000,,8140000000,8502000000,-362000000,1413000000,95000000,,0.28654696502746885,0.19610076376792174,-0.02425298137478226,,-0.06143494938062001,SEC companyfacts,2025-09-10,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
ORCL,ORACLE CORP,CY2025Q4,USD,16058000000,,,11327000000,4731000000,,207000000,6135000000,2.14,2.1,,,,,,,19241000000,204984000000,,29951000000,,,,,,,,0.29461950429692363,0.3820525594719143,,,0.0758408146857832,SEC companyfacts,2025-12-11,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
ORCL,ORACLE CORP,CY2026Q1,USD,17190000000,,,11726000000,5464000000,,695000000,3721000000,1.29,1.27,,,,,,,38455000000,245240000000,,38495000000,,,,,,,,0.31785922047702153,0.2164630599185573,,,0.07049445759123178,SEC companyfacts,2026-03-11,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CRM,"Salesforce, Inc.",CY2025Q1,USD,9829000000,2265000000,7564000000,5622000000,1942000000,1974000000,433000000,1541000000,1.61,1.59,,,,,,,10928000000,98610000000,37944000000,60666000000,8435000000,6476000000,179000000,6297000000,402000000,2633000000,0.7695594668837115,0.19757859395665886,0.1567809543188524,0.6406552039881982,,,SEC companyfacts,2025-05-29,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
CRM,"Salesforce, Inc.",CY2025Q2,USD,10236000000,2242000000,7994000000,5662000000,2332000000,2406000000,519000000,1887000000,1.97,1.96,,,,,,,10365000000,97573000000,36245000000,61328000000,8436000000,740000000,135000000,605000000,399000000,2225000000,0.780969128565846,0.2278233685033216,0.1843493552168816,0.059105119187182496,,0.041408078136127784,SEC companyfacts,2025-09-04,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CRM,"Salesforce, Inc.",CY2025Q3,USD,10259000000,2255000000,8004000000,5816000000,2188000000,2512000000,426000000,2086000000,2.2,2.19,,,,,,,8978000000,95144000000,35123000000,60021000000,8438000000,2316000000,139000000,2177000000,395000000,3801000000,0.78019300126718,0.21327614777268739,0.20333365825129154,0.21220391851057607,,0.002246971473231731,SEC companyfacts,2025-12-04,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CRM,"Salesforce, Inc.",CY2025Q4,USD,11201000000,2508000000,8693000000,6824000000,1869000000,2628000000,685000000,1943000000,,,,,,,,,7327000000,112305000000,53163000000,59142000000,10439000000,5464000000,141000000,5323000000,391000000,3937000000,0.7760914204088921,0.16686010177662708,0.1734666547629676,0.4752254263012231,,0.09182181499171459,SEC companyfacts,2026-03-02,10-K,,,true,,,,,,,,,,,,,,,,,,,,
CRM,"Salesforce, Inc.",CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,false,,,,,,,,,,,,,,,,,,,,
NOW,"ServiceNow, Inc.",CY2025Q1,USD,3088000000,651000000,2437000000,1986000000,451000000,555000000,95000000,460000000,0.44,0.44,,,,,,,3369000000,20972000000,10833000000,10139000000,,1677000000,205000000,1472000000,,298000000,0.7891839378238342,0.14604922279792745,0.1489637305699482,0.47668393782383417,611000000,,SEC companyfacts,2026-04-23,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
NOW,"ServiceNow, Inc.",CY2025Q2,USD,3215000000,724000000,2491000000,2133000000,358000000,471000000,86000000,385000000,1.86,1.84,,,,,,,3124000000,22051000000,11119000000,10932000000,,,,,,,0.774805598755832,0.11135303265940902,0.11975116640746501,,,0.04112694300518135,SEC companyfacts,2025-07-24,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
NOW,"ServiceNow, Inc.",CY2025Q3,USD,3407000000,774000000,2633000000,2061000000,572000000,694000000,192000000,502000000,2.42,2.4,,,,,,,2725000000,21789000000,10488000000,11301000000,,813000000,235000000,578000000,,584000000,0.772820663340182,0.16788963897857354,0.1473437041385383,0.1696507191077194,766000000,0.059720062208398136,SEC companyfacts,2025-10-30,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
NOW,"ServiceNow, Inc.",CY2025Q4,USD,3568000000,834000000,2734000000,2291000000,443000000,541000000,140000000,401000000,,,,,,,,,3726000000,26038000000,13074000000,12964000000,,2238000000,238000000,2000000000,,597000000,0.7662556053811659,0.1241591928251121,0.11238789237668162,0.5605381165919282,655000000,0.04725565013208101,SEC companyfacts,2026-01-29,10-K,,,true,,,,,,,,,,,,,,,,,,,,
NOW,"ServiceNow, Inc.",CY2026Q1,USD,3770000000,940000000,2830000000,2327000000,503000000,673000000,204000000,469000000,0.45,0.45,,,,,,,2702000000,24381000000,12653000000,11728000000,,1670000000,141000000,1529000000,,2225000000,0.7506631299734748,0.13342175066312997,0.12440318302387268,0.40557029177718834,761000000,0.05661434977578475,SEC companyfacts,2026-04-23,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
SNOW,Snowflake Inc.,CY2025Q1,USD,1042074000,348786000,693288000,1140545000,-447257000,-424223000,5729000,-430092000,-1.29,-1.29,,,,,,,2243083000,8157407000,5742553000,2408000000,,228373000,44989000,183384000,,490638000,0.6652963225260394,-0.42919888606759216,-0.4127269272623633,0.17597982484929092,-398453000,,SEC companyfacts,2025-05-30,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
SNOW,Snowflake Inc.,CY2025Q2,USD,1144969000,371815000,773154000,1113430000,-340276000,-297868000,62000,-298017000,-0.89,-0.89,,,,,,,1880720000,8196727000,5817138000,2372648000,,,,,,,0.6752619503235459,-0.29719232573108967,-0.26028390288296016,,,0.09874058848028067,SEC companyfacts,2025-09-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
SNOW,Snowflake Inc.,CY2025Q3,USD,1212909000,390873000,822036000,1151509000,-329473000,-287921000,3682000,-293957000,-0.87,-0.87,,,,,,,1941657000,8230191000,6097258000,2132933000,,,,,,,0.6777392203372223,-0.27163868023075105,-0.24235701111954813,,,0.059337851068456876,SEC companyfacts,2025-12-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
SNOW,Snowflake Inc.,CY2025Q4,USD,1283994000,426331000,857663000,1175822000,-318159000,-301898000,7652000,-306969000,,,,,,,,,2828163000,9132495000,7208393000,1924102000,,,,,,,0.6679649593378162,-0.24778854106794893,-0.23907354707264988,,,0.05860703482289273,SEC companyfacts,2026-03-20,10-K,,,true,,,,,,,,,,,,,,,,,,,,
SNOW,Snowflake Inc.,CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,true,,,,,,,,,,,,,,,,,,,,
DDOG,"Datadog, Inc.",CY2025Q1,USD,761553000,157628000,603925000,616345000,-12420000,31796000,7154000,24642000,0.07,0.07,,,,,,,1079854000,6010381000,3093707000,2916674000,,271541000,8748000,262793000,,,0.7930176888542229,-0.01630877955966295,0.03235756408286751,0.34507512937379275,-2320000,,SEC companyfacts,2026-05-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
DDOG,"Datadog, Inc.",CY2025Q2,USD,826760000,165978000,660782000,696282000,-35500000,6088000,3441000,2647000,0.01,0.01,,,,,,,489030000,5822415000,2626658000,3195757000,,,,,,,0.7992428274227104,-0.04293870046930185,0.003201654651894141,,-24400000,0.08562371890071997,SEC companyfacts,2025-08-08,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
DDOG,"Datadog, Inc.",CY2025Q3,USD,885651000,176457000,709194000,715003000,-5809000,35667000,1782000,33885000,0.1,0.1,,,,,,,540602000,6052470000,2613352000,3439118000,,251470000,16786000,234684000,,,0.8007601188278453,-0.006559017039443302,0.03825999180264009,0.2649847400386834,7491000,0.07123107068556776,SEC companyfacts,2025-11-07,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
DDOG,"Datadog, Inc.",CY2025Q4,USD,953194000,186894000,766300000,756944000,9356000,53470000,6903000,46526000,,,,,,,,,401305000,6643844000,2911638000,3732206000,,327069000,8892000,318177000,,,0.8039286860806929,0.009815420575454734,0.04881063036485752,0.3338008841851711,24056000,0.07626367496903408,SEC companyfacts,2026-02-18,10-K,,,true,,,,,,,,,,,,,,,,,,,,
DDOG,"Datadog, Inc.",CY2026Q1,USD,1006426000,209228000,797198000,789871000,7327000,58930000,6356000,52574000,0.15,0.15,,,,,,,426360000,6952012000,2963790000,3988222000,,334622000,11358000,323264000,,,0.7921079145411585,0.007280217323479322,0.05223831657767188,0.32119996899921105,23627000,0.055845924334395725,SEC companyfacts,2026-05-07,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
PLTR,Palantir Technologies Inc.,CY2025Q1,USD,883855000,172970000,710885000,534837000,176048000,223316000,5599000,214031000,0.09,0.08,,,,,,,993464000,6736917000,1217944000,5424155000,,310263000,6184000,304079000,,17998000,0.804300479150992,0.19918199252139773,0.24215623603419112,0.34403720067205595,182670000,,SEC companyfacts,2026-05-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
PLTR,Palantir Technologies Inc.,CY2025Q2,USD,1003697000,192934000,810763000,541446000,269317000,332168000,3596000,326727000,0.14,0.13,,,,,,,929547000,7365688000,1340124000,5928901000,,,,,,,0.8077766497259631,0.26832500246588364,0.32552353947456253,,,0.13559011376300412,SEC companyfacts,2025-08-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
PLTR,Palantir Technologies Inc.,CY2025Q3,USD,1181092000,207307000,973785000,580529000,393256000,480501000,3753000,475599000,0.2,0.18,,,,,,,1615967000,8113960000,1425691000,6590457000,,507664000,6792000,500872000,,19195000,0.8244785334249999,0.3329596678328191,0.4026773528226421,0.4240753472210463,399231000,0.17674158635524467,SEC companyfacts,2025-11-04,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
PLTR,Palantir Technologies Inc.,CY2025Q4,USD,1406802000,215966000,1190836000,615442000,575394000,621383000,9776000,608676000,,,,,,,,,1423796000,8900392000,1412381000,7387268000,,777295000,13272000,764023000,,19196000,0.8464844377531451,0.4090085171900523,0.43266643067041416,0.5430920627067632,582412000,0.1911028099419859,SEC companyfacts,2026-02-17,10-K,,,true,,,,,,,,,,,,,,,,,,,,
PLTR,Palantir Technologies Inc.,CY2026Q1,USD,1632583000,215798000,1416785000,662787000,753998000,888601000,12199000,870527000,0.36,0.34,,,,,,,2291631000,10199183000,1642902000,8449663000,,899165000,7401000,891764000,,,0.8678180527421883,0.46184359386322166,0.5332206693319728,0.5462288900472442,760763000,0.1604923791692079,SEC companyfacts,2026-05-05,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
NET,"Cloudflare, Inc.",CY2025Q1,USD,479087000,115576000,363511000,416758000,-53247000,-36759000,1695000,-38454000,-0.11,-0.11,,,,,,,204459000,3721259000,2295381000,1425878000,,145784000,85889000,59895000,,,0.7587578039061799,-0.1111426525871084,-0.08026517104409012,0.12501904664497263,-11040000,,SEC companyfacts,2026-05-08,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
NET,"Cloudflare, Inc.",CY2025Q2,USD,512316000,128677000,383639000,450903000,-67264000,-47289000,3157000,-50446000,-0.15,-0.15,,,,,,,1518608000,5562361000,4322634000,1239727000,,,,,,,0.7488327516610842,-0.13129396700473928,-0.09846657141295606,,,0.06935900995017606,SEC companyfacts,2025-07-31,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
NET,"Cloudflare, Inc.",CY2025Q3,USD,562027000,146316000,415711000,453171000,-37460000,1850000,3140000,-1290000,0,0,,,,,,,1052644000,5786395000,4439379000,1347016000,,167123000,84641000,82482000,,,0.7396637528090287,-0.0666516021472278,-0.00229526339481911,0.14675807390036422,12008000,0.09703190999305117,SEC companyfacts,2025-10-30,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
NET,"Cloudflare, Inc.",CY2025Q4,USD,614507000,161956000,452551000,501785000,-49234000,-10508000,1569000,-12077000,,,,,,,,,943536000,6036256000,4577133000,1459123000,,190411000,85190000,105221000,,,0.7364456385362576,-0.08011951043682171,-0.019653152852611933,0.17122831798498633,3352000,0.09337629686829992,SEC companyfacts,2026-02-26,10-K,,,true,,,,,,,,,,,,,,,,,,,,
NET,"Cloudflare, Inc.",CY2026Q1,USD,639755000,184158000,455597000,517591000,-61994000,-21401000,1526000,-22927000,-0.07,-0.07,,,,,,,932226000,6163977000,4637269000,1526708000,,158330000,65231000,93099000,,,0.7121429297152816,-0.09690272057271924,-0.03583715641143875,0.14552289548342726,-4180000,0.041086594619752094,SEC companyfacts,2026-05-08,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AMD,ADVANCED MICRO DEVICES INC,CY2025Q1,USD,7438000000,3702000000,3736000000,2930000000,806000000,825000000,123000000,709000000,0.44,0.44,,,,,,,6049000000,71550000000,,57881000000,3217000000,939000000,212000000,727000000,,749000000,0.5022855606345792,0.10836246302769562,0.0953213229362732,0.09774132831406292,,,SEC companyfacts,2026-05-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AMD,ADVANCED MICRO DEVICES INC,CY2025Q2,USD,7685000000,4626000000,3059000000,3193000000,-134000000,-74000000,-834000000,872000000,0.54,0.54,,,,,,,4442000000,74820000000,,59665000000,3218000000,,,,,,0.39804814573845154,-0.017436564736499675,0.11346779440468445,,,0.033207851573003495,SEC companyfacts,2025-08-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AMD,ADVANCED MICRO DEVICES INC,CY2025Q3,USD,9246000000,4466000000,4780000000,3510000000,1270000000,1315000000,153000000,1243000000,0.76,0.75,,,,,,,4808000000,76891000000,,60790000000,3220000000,2159000000,258000000,1901000000,,89000000,0.5169803158122431,0.13735669478693488,0.1344365130867402,0.20560242266926237,,0.20312296681847755,SEC companyfacts,2025-11-05,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
AMD,ADVANCED MICRO DEVICES INC,CY2025Q4,USD,10270000000,4693000000,5577000000,3825000000,1752000000,2074000000,455000000,1511000000,,,,,,,,,5539000000,76926000000,,62999000000,3222000000,2600000000,222000000,2378000000,,0,0.5430379746835443,0.1705939629990263,0.14712755598831548,0.23154819863680623,,0.11075059485182782,SEC companyfacts,2026-02-04,10-K,,,true,,,,,,,,,,,,,,,,,,,,
AMD,ADVANCED MICRO DEVICES INC,CY2026Q1,USD,10253000000,4837000000,5416000000,3940000000,1476000000,1604000000,238000000,1383000000,0.85,0.84,,,,,,,5585000000,79642000000,,64462000000,3224000000,2955000000,389000000,2566000000,,221000000,0.5282356383497513,0.14395786599044183,0.1348873500438896,0.25026821418121525,,-0.001655306718597858,SEC companyfacts,2026-05-06,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
QCOM,QUALCOMM INC/DE,CY2025Q1,USD,10979000000,4937000000,6042000000,7859000000,3120000000,3105000000,293000000,2812000000,2.55,2.52,,,,,,,7203000000,55372000000,27644000000,27728000000,13258000000,,,,,,0.5503233445669005,0.28417888696602606,0.25612533017579014,,,,SEC companyfacts,2026-04-29,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
QCOM,QUALCOMM INC/DE,CY2025Q2,USD,10365000000,4606000000,5759000000,7603000000,2762000000,2952000000,286000000,2666000000,2.44,2.43,,,,,,,5448000000,54862000000,27653000000,27209000000,14788000000,2875000000,294000000,2581000000,,2849000000,0.5556198745779064,0.2664737095996141,0.2572117703810902,0.24901109503135552,3160000000,-0.05592494762728846,SEC companyfacts,2025-07-30,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
QCOM,QUALCOMM INC/DE,CY2025Q3,USD,11271000000,5034000000,6237000000,8353000000,2918000000,2971000000,6088000000,-3117000000,,,,,,,,,5520000000,50143000000,28937000000,21206000000,14811000000,3996000000,407000000,3589000000,,2444000000,0.5533670481767368,0.2588945080294561,-0.27655043918019695,0.31842782361813504,3289000000,0.08740955137481911,SEC companyfacts,2025-11-05,10-K,,,true,,,,,,,,,,,,,,,,,,,,
QCOM,QUALCOMM INC/DE,CY2025Q4,USD,12252000000,5568000000,6684000000,8886000000,3366000000,3547000000,543000000,3004000000,2.81,2.78,,,,,,,7205000000,53034000000,29961000000,23073000000,14817000000,4965000000,549000000,4416000000,,2650000000,0.545543584720862,0.27473065621939274,0.24518445968005223,0.3604309500489716,3759000000,0.08703752994410434,SEC companyfacts,2026-02-04,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
QCOM,QUALCOMM INC/DE,CY2026Q1,USD,10599000000,4900000000,5699000000,8290000000,2309000000,2232000000,-5138000000,7370000000,6.92,6.88,,,,,,,5435000000,57136000000,29858000000,27278000000,14772000000,,,,,,0.5376922351165204,0.21785074063590903,0.6953486177941315,,,-0.13491674828599412,SEC companyfacts,2026-04-29,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
MU,MICRON TECHNOLOGY INC,CY2025Q1,USD,8053000000,5090000000,2963000000,1190000000,1773000000,1758000000,177000000,1583000000,1.42,1.41,,,,,,,7552000000,73053000000,24420000000,48633000000,11541000000,,,,,,0.36793741462808893,0.22016639761579535,0.19657270582391656,,3852000000,,SEC companyfacts,2026-03-19,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
MU,MICRON TECHNOLOGY INC,CY2025Q2,USD,9301000000,5793000000,3508000000,1339000000,2169000000,2113000000,235000000,1885000000,1.69,1.68,,,,,,,10163000000,78397000000,27649000000,50748000000,12434000000,4609000000,2938000000,1671000000,131000000,,0.3771637458337813,0.23320073110418235,0.2026663799591442,0.17965810127943233,4263000000,0.1549733018750776,SEC companyfacts,2025-06-26,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
MU,MICRON TECHNOLOGY INC,CY2025Q3,USD,11315000000,6261000000,5054000000,1400000000,3654000000,3631000000,429000000,2929000000,,,,,,,,,9642000000,82798000000,28633000000,54165000000,11533000000,5730000000,5658000000,72000000,130000000,,0.44666372072470173,0.32293415819708354,0.25885992045956696,0.006363234644277508,5803000000,0.21653585635953124,SEC companyfacts,2025-10-03,10-K,,,true,,,,,,,,,,,,,,,,,,,,
MU,MICRON TECHNOLOGY INC,CY2025Q4,USD,13643000000,5997000000,7646000000,1510000000,6136000000,6061000000,829000000,5240000000,4.66,4.6,,,,,,,9731000000,85971000000,27165000000,58806000000,8844000000,8411000000,5389000000,3022000000,134000000,300000000,0.5604339221578831,0.4497544528329546,0.3840797478560434,0.22150553397346626,8348000000,0.2057445868316394,SEC companyfacts,2025-12-18,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
MU,MICRON TECHNOLOGY INC,CY2026Q1,USD,23860000000,6105000000,17755000000,1620000000,16135000000,16160000000,2371000000,13785000000,12.25,12.07,,,,,,,13908000000,101509000000,29050000000,72459000000,585000000,,,,,,0.7441324392288349,0.6762363788767812,0.577745180217938,,18421000000,0.7488822106574801,SEC companyfacts,2026-03-19,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AMAT,APPLIED MATERIALS INC /DE,CY2025Q1,USD,7100000000,3615000000,3485000000,1316000000,2169000000,2322000000,185000000,2137000000,2.64,2.63,,,,,,,6169000000,33632000000,14671000000,18961000000,5462000000,925000000,381000000,544000000,326000000,1318000000,0.4908450704225352,0.3054929577464789,0.3009859154929577,0.07661971830985916,,,SEC companyfacts,2025-05-22,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AMAT,APPLIED MATERIALS INC /DE,CY2025Q2,USD,7302000000,3740000000,3562000000,1329000000,2233000000,2563000000,784000000,1779000000,2.23,2.22,,,,,,,5384000000,34211000000,14707000000,19504000000,5463000000,,,,,,0.48781155847712954,0.30580662832100797,0.24363188167625308,,,0.028450704225352112,SEC companyfacts,2025-08-21,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
AMAT,APPLIED MATERIALS INC /DE,CY2025Q3,USD,7302000000,3740000000,3562000000,1329000000,2233000000,2563000000,784000000,1779000000,2.23,2.22,,,,,,,7241000000,36299000000,15884000000,20415000000,6455000000,2634000000,584000000,2050000000,368000000,1056000000,0.48781155847712954,0.30580662832100797,0.24363188167625308,0.2807450013694878,,0,SEC companyfacts,2025-08-21,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
AMAT,APPLIED MATERIALS INC /DE,CY2025Q4,USD,7012000000,3577000000,3435000000,1604000000,1831000000,2328000000,302000000,2026000000,2.55,2.54,,,,,,,7218000000,37644000000,15927000000,21717000000,6453000000,1686000000,646000000,1040000000,365000000,337000000,0.48987450085567597,0.26112378779235595,0.28893325727324587,0.14831717056474614,,-0.03971514653519584,SEC companyfacts,2026-02-19,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
AMAT,APPLIED MATERIALS INC /DE,CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,false,,,,,,,,,,,,,,,,,,,,
PANW,Palo Alto Networks Inc,CY2025Q1,USD,2289000000,619300000,1669700000,1450900000,218800000,310500000,48400000,262100000,0.39,0.37,,,,,,,2383400000,22002800000,14772300000,7230500000,,,,,,,0.7294451725644386,0.09558759283529926,0.1145041502839668,,,,SEC companyfacts,2025-05-21,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
PANW,Palo Alto Networks Inc,CY2025Q2,USD,2289000000,619300000,1669700000,1450900000,218800000,310500000,48400000,262100000,0.39,0.37,,,,,,,2269000000,23576000000,15752000000,7824000000,,628700000,68300000,560400000,,0,0.7294451725644386,0.09558759283529926,0.1145041502839668,0.24482306684141547,306900000,0,SEC companyfacts,2025-05-21,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
PANW,Palo Alto Networks Inc,CY2025Q3,USD,2474000000,638000000,1836000000,1527000000,309000000,412000000,78000000,334000000,0.49,0.47,,,,,,,3066000000,23536000000,14871000000,8665000000,,1771000000,84000000,1687000000,,0,0.7421180274858529,0.12489894907033144,0.13500404203718674,0.6818916734033953,398000000,0.08082131935342944,SEC companyfacts,2025-11-20,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
PANW,Palo Alto Networks Inc,CY2025Q4,USD,2594000000,685000000,1909000000,1512000000,397000000,549000000,117000000,432000000,0.61,0.61,,,,,,,4158000000,24979000000,15586000000,9393000000,,,,,,,0.735929067077872,0.1530454895913647,0.16653816499614496,,,0.04850444624090541,SEC companyfacts,2026-02-18,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
PANW,Palo Alto Networks Inc,CY2026Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC companyfacts,,,,,false,,,,,,,,,,,,,,,,,,,,
CRWD,"CrowdStrike Holdings, Inc.",CY2025Q1,USD,1103434000,289143000,814291000,938947000,-124656000,-89887000,21106000,-110207000,-0.44,-0.44,,,,,,,4614153000,8720362000,5229348000,3450877000,744355000,384107000,85751000,298356000,,,0.7379607661174117,-0.1129709615618152,-0.09987638590074259,0.27038862315281204,,,SEC companyfacts,2025-06-04,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CRWD,"CrowdStrike Holdings, Inc.",CY2025Q2,USD,1168952000,310283000,858669000,971648000,-112979000,-71674000,5971000,-77675000,-0.31,-0.31,,,,,,,4972436000,9288859000,5494168000,3756680000,744727000,384107000,85751000,298356000,,,0.7345630958328486,-0.09664981966753126,-0.06644840848897132,0.2552337478356682,,0.059376455682895395,SEC companyfacts,2025-08-28,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CRWD,"CrowdStrike Holdings, Inc.",CY2025Q3,USD,1234244000,307805000,926439000,995882000,-69443000,-23268000,10720000,-33997000,-0.14,-0.14,,,,,,,4801083000,9965347000,5906330000,4016497000,745099000,,,,,,0.7506125207009311,-0.05626359131581762,-0.02754479665284984,,,0.05585515915110287,SEC companyfacts,2025-12-03,10-Q,,,false,,,,,,,,,,,,,,,,,,,,
CRWD,"CrowdStrike Holdings, Inc.",CY2025Q4,USD,1234244000,307805000,926439000,995882000,-69443000,-23268000,10720000,-33997000,-0.14,-0.14,,,,,,,5230125000,11086684000,6614079000,4428390000,745471000,397541000,83395000,314146000,,,0.7506125207009311,-0.05626359131581762,-0.02754479665284984,0.25452503718875685,,0,SEC companyfacts,2025-12-03,10-Q,,,true,,,,,,,,,,,,,,,,,,,,
CRWD,"CrowdStrike Holdings, Inc.",CY2026Q1,USD,1305375000,311698000,993677000,979891000,13786000,57840000,-3621000,59377000,,,,,,,,,,,,,,497869000,102465000,395404000,,,0.7612195729196591,0.010560949918605764,0.04548654601168247,0.3029045293498037,,0.05763123012953678,SEC companyfacts,2026-03-05,10-K,,,true,,,,,,,,,,,,,,,,,,,,
