period,earnings_call_date,turn_count_labeled,avg_llm_sentiment_score,avg_llm_risk_intensity_score,avg_llm_uncertainty_score,pct_negative_or_mixed_turns,return_1d,excess_return_1d,return_3d,excess_return_3d,return_5d,excess_return_5d,return_7d,excess_return_7d,return_10d,excess_return_10d,return_21d,excess_return_21d
Q1_2026,2025-05-28,18,0.19444444444444445,0.07777777777777778,0.3444444444444444,0.3888888888888889,-0.029168709381678815,-0.009320773967816054,0.014584299865117778,-0.0070810662411144865,0.005747599702493611,-0.026774245122591633,0.024714448452691995,-0.039229279204444856,0.041813823472360845,-0.04322131002022234,0.13514606175328048,-0.008968495281955757
Q2_2025,2024-08-28,21,0.41904761904761906,0.16666666666666666,0.28095238095238095,0.19047619047619047,0.015137425181729336,-0.011011388031174185,-0.09677690731414479,-0.04772039974907827,-0.125520728932224,-0.03087040838076427,-0.08070422129278909,-0.013667594682689965,0.012927929869458232,0.023582548701996164,0.0328293561811861,0.006629758060460622
Q2_2026,2025-08-27,19,0.3684210526315789,0.15789473684210525,0.3157894736842105,0.10526315789473684,-0.03324642868305783,-0.004618403531356563,-0.05300542731244395,-0.009964342535814574,-0.07298652281926832,-0.051208609783366166,-0.05222851176711096,-0.03840943107661987,-0.01298758502172559,-0.02522282300706058,0.009381517795829852,-0.057716138529536165
Q3_2025,2024-11-20,25,0.32799999999999996,0.12,0.32,0.24,-0.032181159001723025,-0.03259766444833001,-0.06647579112137303,-0.06356018172451416,-0.0574077456546932,-0.054260649315572285,-0.043703526774354184,-0.060965624942635355,-0.0287732915780069,-0.046128041539681086,-0.04766070779025133,-0.07352573878690882
Q3_2026,2025-11-19,23,0.3652173913043478,0.08260869565217392,0.2608695652173913,0.08695652173913043,-0.009743076928405703,-0.019925757201028294,-0.01561114132209318,-0.07335071405559712,-0.02015058895645505,-0.12697633828229593,0.004539447634361871,-0.12503895153240818,0.009854759471537022,-0.14419218579852422,0.01694102528122765,-0.11802790938821506
Q4_2025,2025-02-26,22,0.36363636363636365,0.1681818181818182,0.30909090909090914,0.18181818181818182,0.03970033175713383,0.023768412783143678,-0.034623454795525865,-0.020104696555084733,-0.07973369739447833,-0.04460582073140751,-0.10961305502973584,-0.05684816230529621,-0.03794731458642031,0.011504546255003634,-0.08714041408376971,-0.007584723684632699
Q4_2026,2026-02-25,29,0.4275862068965517,0.09999999999999999,0.25862068965517243,0.10344827586206896,-0.041646311846979644,-0.029006235396477953,-0.026177721820077826,0.03553743518853103,-0.008383338305975596,0.0449798444545253,-0.012115337237992296,0.04514363053474235,-0.009411457875530438,0.0651680913242888,-0.09389867116969342,-0.0010716655058279345
