period,earnings_call_date,turn_count_labeled,avg_llm_sentiment_score,avg_llm_risk_intensity_score,avg_llm_uncertainty_score,pct_negative_or_mixed_turns,return_1d,excess_return_1d,return_3d,excess_return_3d,return_5d,excess_return_5d,return_7d,excess_return_7d,return_10d,excess_return_10d,return_21d,excess_return_21d
Q1_2025,2024-10-30,18,0.33333333333333326,0.1388888888888889,0.31666666666666665,0.16666666666666666,0.009893106478836788,0.0024941728529588314,0.012575457542373325,-0.004702580170560022,0.04695458316004064,-0.014407193936896157,0.028694691690673846,-0.03328738231976924,0.05054770156314503,-0.0007905300623469724,0.0627358869134742,-0.0022427736520698183
Q1_2026,2025-10-29,23,0.2913043478260869,0.21304347826086958,0.3130434782608696,0.21739130434782608,-0.015121075262963357,-0.01994509034481573,-0.021740065031581768,-0.01087828511027511,-0.05451164338216097,-0.031542274680601445,-0.03758370044490311,-0.033079298964867276,-0.04273817702922289,-0.01454561833760959,-0.07248376459329098,-0.058299567071694036
Q2_2025,2025-01-29,16,0.5125,0.13125,0.21875,0.0625,0.0001687629962574544,0.0016219659848177859,-0.006313358208760889,-0.009028000106664047,0.0020001540297187592,-0.010522521808429941,-0.006674769969264749,-0.01852809170359182,-0.010723072796156585,-0.03529048215621644,-0.06197977299591151,-0.012271188635217478
Q2_2026,2026-01-28,23,0.31739130434782614,0.1608695652173913,0.2565217391304348,0.13043478260869565,-0.007404848694840482,0.0046060130925270615,-0.05141872231198663,-0.030908108010102464,-0.09188004483115841,-0.04040500610633102,-0.04590540908432006,-0.02189960846732486,-0.07303349255230007,-0.02729372844120992,-0.07852446091239185,-0.044620794418353316
Q4_2025,2025-07-30,21,0.5380952380952381,0.10952380952380954,0.20952380952380953,0.0,-0.017600677522182195,0.0020981626879994497,-0.010777713634787967,-0.002388466807496048,-0.02372988231234885,-0.03121648248205733,-0.02198672032536564,-0.03586243244039089,-0.020655939078356722,-0.04699175312685666,-0.04869160217067259,-0.058231357548549245
